accession	description	tax_id	scientific_name	first_public	base_count
DQ471614	Drosophila angor strain C120 alcohol dehydrogenase (Adh) gene, partial cds.	381448	Drosophila angor	2006-07-20	711
DQ471625	Drosophila perlucida strain 186 alcohol dehydrogenase (Adh) gene, partial cds.	381468	Drosophila perlucida	2006-07-20	711
M62743	D.buzzatii alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	7264	Drosophila buzzatii	1991-07-11	908
U95251	Drosophila willistoni 0811.0 alcohol dehydrogenase (Adh) gene, complete cds.	7260	Drosophila willistoni	1999-01-06	1174
U95256	Drosophila willistoni Belize II alcohol dehydrogenase (Adh) gene, complete cds.	7260	Drosophila willistoni	1999-01-06	1172
KX384732	Drosophila nasuta strain IND_DN_U11 alcohol dehydrogenase (Adh) gene, partial cds.	42062	Drosophila nasuta	2017-01-03	1122
AB154561	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh20.	30033	Drosophila kikkawai	2004-04-01	683
AF201436	Drosophila simulans isolate DSR alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	480
AF201438	Drosophila simulans isolate MD225 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	480
AF201443	Drosophila simulans isolate RU07 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	479
AF284477	Drosophila mauritiana strain 207 alcohol dehydrogenase (Adh) gene, partial cds.	7226	Drosophila mauritiana	2000-11-02	702
AY804555	Drosophila yakuba strain Tai18 alcohol dehydrogenase (Adh) gene, partial cds.	7245	Drosophila yakuba	2005-10-06	759
DQ471646	Drosophila bipatita strain 246 alcohol dehydrogenase (Adh) gene, partial cds.	2609301	Drosophila bipatita (nomen nudum)	2006-07-20	711
JX455215	Drosophila simulans isolate HW46 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2012-09-03	480
AY095935	Drosophila limbata isolate lim1 alcohol dehydrogenase (Adh) gene, partial cds.	42028	Drosophila limbata	2003-05-01	447
DQ471641	Drosophila neokadai strain 172 alcohol dehydrogenase (Adh) gene, partial cds.	311476	Drosophila neokadai	2006-07-20	711
AY095950	Drosophila phalerata isolate pha2 alcohol dehydrogenase (Adh) gene, partial cds.	7283	Drosophila phalerata	2003-05-01	430
AY335201	Drosophila sturtevanti clone Dsturt3 alcohol dehydrogenase (Adh) gene, partial cds.	30047	Drosophila sturtevanti	2003-12-31	792
DQ471647	Drosophila bai strain 247 alcohol dehydrogenase (Adh) gene, partial cds.	311478	Drosophila bai	2006-07-20	711
KX976490	Drosophila yakuba isolate Yakuba_BIOKO_NE_4_6 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	Drosophila yakuba	2016-11-12	771
DQ471622	Drosophila hei strain 4 alcohol dehydrogenase (Adh) gene, partial cds.	381462	Drosophila hei	2006-07-20	711
AB669828	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B660.	73155	Drosophila biauraria	2014-01-02	842
AB669872	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY326.	307242	Drosophila ohnishii	2014-01-02	843
AB825962	Drosophila trapezifrons Adh gene for alcohol dehydrogenase, partial cds, strain: Bavi31.	94110	Drosophila trapezifrons	2015-12-16	836
AF459767	Drosophila nikananu alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	73157	Drosophila nikananu	2002-05-16	290
AF459783	Drosophila rufa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	67533	Drosophila rufa	2002-05-16	290
AY459545	Drosophila simulans alcohol dehydrogenase gene, partial cds and 5' flanking region.	7240	Drosophila simulans	2003-11-30	618
EU999242	Drosophila americana isolate FP99.33 alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2008-09-09	840
KJ767237	Drosophila melanogaster strain Oregon R alcohol dehydrogenase (Adh) gene, partial cds.	7227	Drosophila melanogaster	2014-09-04	872
U64522	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS228 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3481
U64544	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS317 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3476
U64559	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS356 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3499
AB669827	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B16.	73155	Drosophila biauraria	2014-01-02	842
AB669849	Drosophila burlai Adh gene for alcohol dehydrogenase, partial cds, strain: L6.	137355	Drosophila burlai	2014-01-02	833
AF136692	Drosophila americana americana G96.40Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136702	Drosophila americana texana LP97.08 alcohol dehydrogenase (Adh) gene, partial cds.	40372	Drosophila americana texana	1999-06-03	884
AF136704	Drosophila americana texana LP97.13 alcohol dehydrogenase (Adh) gene, partial cds.	40372	Drosophila americana texana	1999-06-03	884
AF201423	Drosophila melanogaster isolate Oregon R alcohol dehydrogenase (Adhr) gene, intron 1.	7227	Drosophila melanogaster	2000-07-03	479
AF459760	Drosophila eugracilis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	29029	Drosophila eugracilis	2002-05-16	290
AF459764	Drosophila punjabiensis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	60717	Drosophila punjabiensis	2002-05-16	290
EF560576	Drosophila gasici pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	306028	Drosophila gasici	2008-05-01	622
L78923	Drosophila mimica (strain 15292-2561.3) alcohol dehydrogenase gene, partial cds.	7270	Drosophila mimica	1996-06-25	822
U76470	Drosophila hydei strain 2 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7224	Drosophila hydei	1996-11-19	897
AB669830	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: ISGB1.	67531	Drosophila lacteicornis	2014-01-02	838
AB669841	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: T544.	67534	Drosophila triauraria	2014-01-02	842
AF136656	Drosophila americana americana G96.03X alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136663	Drosophila americana americana G96.30X alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136673	Drosophila americana americana G96.45X alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136681	Drosophila americana americana G96.03Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136698	Drosophila americana americana G96.46Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136700	Drosophila americana texana LP97.03 alcohol dehydrogenase (Adh) gene, partial cds.	40372	Drosophila americana texana	1999-06-03	884
AF175218	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k35 allele, complete cds.	7227	Drosophila melanogaster	1999-10-06	951
AF459749	Drosophila takahashii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	29030	Drosophila takahashii	2002-05-16	290
AF459750	Drosophila lutescens alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	51159	Drosophila lutescens	2002-05-16	290
AY695389	Drosophila dunni strain Puerto Rico alcohol dehydrogenase (Adh) mRNA, partial cds.	133979	Drosophila dunni	2006-08-01	507
U64536	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS273 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3498
U76476	Drosophila hydei strain 8 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7224	Drosophila hydei	1996-11-19	897
X54118	D.teissieri Adh gene for alcohol dehydrogenase and Adh-related gene	7243	Drosophila teissieri	1992-04-14	4321
AF459751	Drosophila lucipennis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	73156	Drosophila lucipennis	2002-05-16	290
AF459781	Drosophila orosa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	137076	Drosophila orosa	2002-05-16	290
AB669894	Drosophila truncata Adh gene for alcohol dehydrogenase, partial cds, strain: RGN179.	137078	Drosophila truncata	2014-01-02	830
AB669833	Drosophila quadraria Adh gene for alcohol dehydrogenase, partial cds, strain: Q.	67532	Drosophila quadraria	2014-01-02	843
EF560577	Drosophila mesophragmatica pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	306029	Drosophila mesophragmatica	2008-05-01	605
U64555	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS348 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3467
U64526	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS242 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3475
U76474	Drosophila hydei strain 6 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7224	Drosophila hydei	1996-11-19	897
X54116	D.erecta Adh gene for alcohol dehydrogenase and Adh-related gene	7220	Drosophila erecta	1992-04-14	3867
AB669829	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: BG0571.0.	67531	Drosophila lacteicornis	2014-01-02	838
AB669861	Drosophila cauverii Adh gene for alcohol dehydrogenase, partial cds, strain: cauv-CNRS.	137356	Drosophila cauverii	2014-01-02	833
AF136677	Drosophila americana americana D.am-.6Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AY340302	Drosophila americana pop-variant NN97.08Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY364513	Drosophila mojavensis strain MJS 68 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	879
AY340278	Drosophila americana pop-variant DN00.01X alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY340292	Drosophila americana pop-variant NN00.09X alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY340294	Drosophila americana pop-variant DN00.02Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY364506	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	880
AY874361	Drosophila subobscura strain line 0 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	Drosophila subobscura	2005-05-31	1422
AY874371	Drosophila subobscura strain line 24 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	Drosophila subobscura	2005-05-31	1406
AB703316	Drosophila algonquin Adh gene for alcohol dehydrogenase, partial cds, clone: D.algonquin.	7247	Drosophila algonquin	2012-03-18	405
AB703319	Drosophila azteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.azteca.	7249	Drosophila azteca	2012-03-18	405
AB703324	Drosophila pseudoobscura Adh gene for alcohol dehydrogenase, partial cds, clone: D.pseudoobscura.	7237	Drosophila pseudoobscura	2012-03-18	405
AF136678	Drosophila americana americana D.am-.3Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AY340295	Drosophila americana pop-variant DN00.04Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY364493	Drosophila mojavensis strain MJS 14 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	880
AY364499	Drosophila mojavensis strain MJS 115 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	880
AY874368	Drosophila subobscura strain line 16 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	Drosophila subobscura	2005-05-31	1406
EF216308	Drosophila luguensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	426741	Drosophila luguensis	2007-06-10	431
U76483	Drosophila mulleri strain -1371.22 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7231	Drosophila mulleri	1997-03-06	902
AY364522	Drosophila mojavensis strain MJS 133 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	879
AY874367	Drosophila subobscura strain line 11 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	Drosophila subobscura	2005-05-31	1406
AB703320	Drosophila bifasciata Adh gene for alcohol dehydrogenase, partial cds, clone: D.bifasciata.	7218	Drosophila bifasciata	2012-03-18	405
AY340280	Drosophila americana pop-variant DN00.04X alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY340284	Drosophila americana pop-variant NN97.02X alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY340285	Drosophila americana pop-variant NN97.04X alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY874366	Drosophila subobscura strain line 10 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	Drosophila subobscura	2005-05-31	1406
AY874374	Drosophila subobscura strain line 35 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	Drosophila subobscura	2005-05-31	1406
EF216309	Drosophila limingi alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	426743	Drosophila limingi	2007-06-10	429
U76480	Drosophila mulleri strain -1371.16 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7231	Drosophila mulleri	1997-03-06	902
AB669838	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.00.	137070	Drosophila tani	2014-01-02	838
AB669874	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.01.	73157	Drosophila nikananu	2014-01-02	838
AF067283	Drosophila subsilvestris alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	7239	Drosophila subsilvestris	1998-07-02	437
AY154844	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	878
AY154854	Drosophila arizonae strain AR00 5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	880
AB932673	Drosophila similis Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2321.00.	133976	Drosophila similis	2014-10-26	839
M17827	D.melanogaster (strain Wa-S) alcohol dehydrogenase gene (allele Adh-s), complete cds.	7227	Drosophila melanogaster	1991-07-01	2696
AB194441	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type CJB162.	42026	Drosophila bipectinata	2005-05-07	759
AY154843	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	878
AY154845	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	879
EF560579	Drosophila gaucha pop-variant Campos do Jordao alcohol dehydrogenase (adh) gene, partial cds.	30028	Drosophila gaucha	2008-05-01	626
LC057202	Drosophila paralutea Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0281.00.	186284	Drosophila paralutea	2019-06-04	829
M17828	D.melanogaster (strain Fl-1S) alcohol dehydrogenase gene (allele Adh-F), complete cds.	7227	Drosophila melanogaster	1991-07-01	2696
AB669848	Drosophila vulcana Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0711.00.	132243	Drosophila vulcana	2014-01-02	773
AB669886	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.00.	137074	Drosophila mayri	2014-01-02	836
AB932666	Drosophila parthenogenetica Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2221.00.	133990	Drosophila parthenogenetica	2014-10-26	834
X15585	Drosophila navojoa Adh-1 gene for alcohol dehydrogenase (EC 1.1.1.1)	7232	Drosophila navojoa	1989-11-23	2334
LC057201	Drosophila prostipennis Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0291.00.	94111	Drosophila prostipennis	2019-06-04	827
X03048	Drosophila mulleri adh genes for alcohol dehydrogenase (adh-1, adh-2, pseudo-adh)	7231	Drosophila mulleri	1986-07-02	6778
AB194427	Drosophila varians Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	30050	Drosophila varians	2005-05-07	1756
AF045124	Drosophila emarginata strain 14042-0841.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30024	Drosophila emarginata	1998-06-02	405
AF045125	Drosophila emarginata strain 14042-0841.7 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30024	Drosophila emarginata	1998-06-02	405
AY154830	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
AY154864	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	877
AB194421	Drosophila bipectinata Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	42026	Drosophila bipectinata	2005-05-07	1769
AF045113	Drosophila saltans strain 14045-0911.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	7273	Drosophila saltans	1998-06-02	405
AY154868	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	878
U66411	Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds.	7227	Drosophila melanogaster	1996-11-02	4789
AY154834	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
AY154837	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
AY154874	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
AY154876	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	878
AF348881	Drosophila biauraria strain HP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	73155	Drosophila biauraria	2001-04-16	666
AF348880	Drosophila triauraria strain ONM alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	67534	Drosophila triauraria	2001-04-16	668
AI513113	GH01616.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH01616 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	7227	Drosophila melanogaster	1999-03-23	515
CK131199	GH15138.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH15138 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.	7227	Drosophila melanogaster	2003-12-03	668
CV785019	zaa07h09.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to TR:Q9U8T1 Q9U8T1 ALCOHOL DEHYDROGENASE , mRNA sequence.	7245	Drosophila yakuba	2004-11-12	231
BI566106	RH35228.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH35228 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/31/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-07	559
AI107293	GH03875.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH03875 5 similar to X04454: Drosophila melanogaster alcohol dehydrogenase null4 allele, mRNA sequence.	7227	Drosophila melanogaster	1998-09-04	445
AY695385	Drosophila belladunni alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	133993	Drosophila belladunni	2006-08-01	1117
AY695382	Drosophila dunni alcohol dehydrogenase (adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exons 1 through 3 and partial cds.	133979	Drosophila dunni	2006-08-01	2005
BF497094	AT11166.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT11166 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/08/2001, mRNA sequence.	7227	Drosophila melanogaster	2000-12-07	532
BF494131	AT02556.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT02556 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.	7227	Drosophila melanogaster	2000-12-07	799
BI214744	RE20859.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE20859 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/12/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-07-13	677
BI623813	RH56162.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56162 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-11	601
AA802598	GM05887.5prime GM Drosophila melanogaster ovary BlueScript Drosophila melanogaster cDNA clone GM05887 5 similar to T3dh: FBan0003425 GO:[alcohol dehydrogenase (GO:0004022) enzyme (GO:0003824)] located on: 2R 58D4-58D4 : 08/13/2002, mRNA sequence.	7227	Drosophila melanogaster	1998-02-13	684
BI630708	RH59992.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH59992 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/23/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-11	558
AI387658	GH18240.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH18240 3prime similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds. CDS:<1..184 PID:g1655925, mRNA sequence.	7227	Drosophila melanogaster	1999-02-01	512
AA440486	LD13208.3prime LD Drosophila melanogaster embryo BlueScript Drosophila melanogaster cDNA clone LD13208 3prime similar to U66409: Drosophila melanogaster Pgc mRNA, 3' non-coding region U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds, mRNA sequence.	7227	Drosophila melanogaster	1997-06-03	529
AF006565	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	7234	Drosophila persimilis	1997-09-11	3462
KX384731	Drosophila takahashii strain IND_DT_U7 alcohol dehydrogenase (Adh) and alcohol dehydrogenase-related protein (Adhr) genes, partial cds.	29030	Drosophila takahashii	2017-01-03	2658
X13812	D.affinidisjuncta Adh gene for alcohol dehydrogenase	7262	Drosophila affinidisjuncta	1992-04-21	3886
X62223	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3477
X62229	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3494
X62217	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3468
X62218	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3486
AY331979	Drosophila lini alcohol dehydrogenase gene, partial cds.	74550	Drosophila lini	2003-07-26	785
X62190	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3485
X62210	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3454
X62224	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3474
X62235	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3479
X64468	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3476
X64487	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3474
X62221	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3483
X62232	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3499
X62183	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3499
X64470	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3498
X64476	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3457
X62196	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3479
X62211	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3475
AY006415	Drosophila heteroneura alcohol dehydrogenase (Adh) gene, partial cds.	32382	Drosophila heteroneura	2001-09-04	510
AY750145	Drosophila bai alcohol dehydrogenase (Adh) gene, partial cds.	311478	Drosophila bai	2005-12-31	911
DQ471660	Drosophila hydei alcohol dehydrogenase (Adh) gene, partial cds.	7224	Drosophila hydei	2006-07-20	711
AB026535	Drosophila sturtevanti gene for alcohol dehydrogenase, partial cds.	30047	Drosophila sturtevanti	1999-10-29	849
AY750119	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	65966	Drosophila tsigana	2005-12-31	911
AY750131	Drosophila yunnanensis alcohol dehydrogenase (Adh) gene, partial cds.	311475	Drosophila yunnanensis	2005-12-31	911
DQ471631	Drosophila beppui alcohol dehydrogenase (Adh) gene, partial cds.	381453	Drosophila beppui	2006-07-20	711
HQ631475	Drosophila jambulina alcohol dehydrogenase (adh) gene, partial cds.	111875	Drosophila jambulina	2011-08-30	290
HQ631480	Drosophila ohnishii alcohol dehydrogenase (adh) gene, partial cds.	307242	Drosophila ohnishii	2011-08-30	290
U63563	Drosophila affinidisjuncta alcohol dehydrogenase (Adh) mRNA, complete cds.	7262	Drosophila affinidisjuncta	1996-09-13	898
AF059888	Drosophila funebris alcohol dehydrogenase (Adh) gene, partial cds.	7221	Drosophila funebris	1998-04-28	290
AF081357	Drosophila tolteca alcohol dehydrogenase (Adh) gene, partial cds.	7259	Drosophila tolteca	1999-01-18	425
AY006418	Drosophila cyrtoloma alcohol dehydrogenase (Adh) gene, partial cds.	46895	Drosophila cyrtoloma	2001-09-04	510
AY750137	Drosophila pseudosordidula alcohol dehydrogenase (Adh) gene, partial cds.	311482	Drosophila pseudosordidula	2005-12-31	911
HQ631478	Drosophila madikerii alcohol dehydrogenase (adh) gene, partial cds.	233251	Drosophila madikerii	2011-08-30	290
M36580	D.melanogaster alcohol dehydrogenase (Adh) gene, complete cds.	7227	Drosophila melanogaster	1990-08-30	2686
M60998	Drosophila miranda alcohol dehydrogenase (adh) gene, complete cds.	7229	Drosophila miranda	1992-04-30	3461
